run_date,company,unique_jobs_found_today,places_verified,places_reason,places_address,places_place_id,sample_1_title,sample_1_link,sample_2_title,sample_2_link,sample_3_title,sample_3_link,md_entity_search_link
2026-09-02,"Kaiva Tech, LLC",2,0,,,,Budget Automation & Power Platform Specialist,https://www.jobleads.com/us/job/budget-automation-power-platform-specialist--rockville--e0d481f22222f76d2aed8c0aea5c15553,Budget Automation & Power Platform Specialist,https://www.jobleads.com/us/job/budget-automation-power-platform-specialist--rockville--e0d481f22222f76d2aed8c0aea5c15553,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-09-02,TTEC,1,0,,,,Licensed Healthcare Insurance Agent,https://jobs.stevenagefc.com/jobs/licensed-healthcare-insurance-agent-rockville-maryland/2943053008-2/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
