run_date,company,unique_jobs_found_today,places_verified,places_reason,places_address,places_place_id,sample_1_title,sample_1_link,sample_2_title,sample_2_link,sample_3_title,sample_3_link,md_entity_search_link
2026-05-21,ActionLink,1,0,,,,Sales Advisor - Sony®,https://www.jobserve.com/us/en/extjob/SALES-ADVISOR-SONY-in-Germantown-Maryland-USA-95E994914E0D988F07/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,American Water Works Association,1,0,,,,"Water Meter Field Technician – Read, Install & Repair",https://www.learn4good.com/jobs/gaithersburg/maryland/skilled_labor/5112343517/e/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Beghou,1,0,,,,"Consultant, Data Analytics",https://www.linkedin.com/jobs/view/consultant-data-analytics-at-beghou-4417781608,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Bristol-Myers Squibb Company,1,0,,,,"Senior Therapeutic Area Specialist, Oncology -Washington East",https://www.theladders.com/job/senior-therapeutic-area-specialist-oncology-washington-east-bristolmyers-squibb-gaithersburg-md_86995734,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Hingez Therapeutics Inc.,1,0,,,,Pharmaceutical Manufacturing Scientists,https://www.indeed.com/viewjob?jk=f9da74123515701f,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Ikon Health LLC,1,0,,,,Medical Assistant (Remote),"https://www.ziprecruiter.com/c/Ikon-Health/Job/Medical-Assistant-(Remote)/-in-Remote,US?jid=28d510377017d0d7",,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,iWorks Corporation,1,0,,,,Lead Security Engineer / DTAM / (Hybrid) [Contingent],https://www.indeed.com/viewjob?jk=5373508f03247c4f,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Massage Envy,1,0,,,,Esthetician,https://www.indeed.com/viewjob?jk=35f9f929ad8fadba,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,Motor Car Tag & Title,1,0,,,,Title Clerk,https://www.indeed.com/viewjob?jk=6ece323b6f531465,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,New Again Auto Repair,1,0,,,,Shop Foreman,https://www.indeed.com/viewjob?jk=3991d01ea0195330,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,On The Town Limousines,1,0,,,,"Driver needed for weekday shuttles, CDL w/P endorsement",https://www.indeed.com/viewjob?jk=69e0c74a369ecaf3,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,SB Capital,1,0,,,,Cellular Sales Associate,https://www.indeed.com/viewjob?jk=3f02eb324871e1a1,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-21,"THE MORTGAGE LINK, INC.",1,0,,,,Lock Desk Analyst,"https://www.ziprecruiter.com/c/MORTGAGE-LINK/Job/Lock-Desk-Analyst/-in-Rockville,MD?jid=216b0c84b0554f4d",,,,,https://egov.maryland.gov/businessexpress/entitysearch
