run_date,company,unique_jobs_found_today,places_verified,places_reason,places_address,places_place_id,sample_1_title,sample_1_link,sample_2_title,sample_2_link,sample_3_title,sample_3_link,md_entity_search_link
2026-05-30,Bilingual Therapies,1,0,,,,Speech Teletherapy - MD,"https://www.ziprecruiter.com/c/Bilingual-Therapies/Job/Speech-Teletherapy-MD/-in-Silver-Spring,MD?jid=0d8779c7f1ca4a5e",,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Bloomingdale’s,2,0,,,,"Visual Support Associate, Full Time - Tysons Corner",https://jobs.womenforhire.com/job/usa/rockville-md/visual-support-associate-full-time-tysons-corner-858808/,"Visual Support Associate, Full Time - Tysons Corner",https://jobs.womenforhire.com/job/usa/gaithersburg-md/visual-support-associate-full-time-tysons-corner-319577/,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Dominique Dawes Academy,1,0,,,,Event Attendant,https://www.sonicjobs.com/us/jobs/gaithersburg/event-coordinator/event-attendant-6a1ad698b3ed4df638c69b4b,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Excellent Flooring & Painting,1,0,,,,Flooring Installer Subcontractor-Painting Subcontractor,https://www.indeed.com/viewjob?jk=43fea775822dfc56,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,GAITHERSBURG HELP INC,1,0,,,,Bilingual Coordinator,https://www.learn4good.com/jobs/rockville/maryland/non-profit/5132970824/e/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Greystar Management Services,1,0,,,,Maintenance Supervisor,https://us.trabajo.org/job-4023-a629feb27741cb2eae52904692f090b9,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,GT Expedited,1,0,,,,OTR CDL A Driver Home Weekends,https://www.monster.com/job-openings/otr-cdl-a-driver-home-weekends-silver-spring-md--8380bbe1-3460-41d0-b32a-791c90e988e8?mstr_dist=true,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Guestly Events and Travel Services,1,0,,,,Event Crew Member,https://www.indeed.com/viewjob?jk=82aea3444706a2b2,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,"Hanger, Inc.",1,0,,,,Patient Access Coordinator,https://careers.hanger.com/us/en/job/31466/Patient-Access-Coordinator,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-05-30,Hdsupply,1,0,,,,"Inventory Solutions Associate (VMI) - Gaithersburg, MD",https://bebee.com/us/jobs/inventory-solutions-associate-vmi-gaithersburg-md-hdsupply-md055-gaithersburg-gac-services-vmi--theirstack-695871112,,,,,https://egov.maryland.gov/businessexpress/entitysearch
