run_date,company,unique_jobs_found_today,places_verified,places_reason,places_address,places_place_id,sample_1_title,sample_1_link,sample_2_title,sample_2_link,sample_3_title,sample_3_link,md_entity_search_link
2026-07-05,Health Here,1,0,,,,Travel Physical Therapy Assistant (PTA),https://www.linkedin.com/jobs/view/travel-physical-therapy-assistant-pta-at-health-here-4436010649,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-07-05,Montgomery Management Group,1,0,,,,Cosplay participant/model,https://www.indeed.com/viewjob?jk=d1172bb04596c4b9,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-07-05,Planta,1,0,,,,Lead Dining Server,https://salutemyjob.com/jobs/lead-dining-server-bethesda-maryland/2858870517-2/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-07-05,TownTasks,1,0,,,,Hiring Part-Time Event Staff in Silver Spring - Urgent Joiners,https://towntasks.com/jobs/urgent-hiring-event-staff-in-silver-spring-md,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-07-05,Warby Parker,1,0,,,,Advisor - Pike & Rose,https://www.linkedin.com/jobs/view/advisor-pike-rose-at-warby-parker-4436986974,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-07-05,XXX,1,0,,,,Wireless Engineer - Hospitality,https://yourwifishop.com/wifi-jobs/j68,,,,,https://egov.maryland.gov/businessexpress/entitysearch
