run_date,company,unique_jobs_found_today,places_verified,places_reason,places_address,places_place_id,sample_1_title,sample_1_link,sample_2_title,sample_2_link,sample_3_title,sample_3_link,md_entity_search_link
2026-04-16,B. F. Saul Company,1,0,,,,Associate Compliance Officer,https://jobs.womenforhire.com/job/usa/gaithersburg-md/associate-compliance-officer-170292/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,"Baker Concrete Construction, Inc",1,0,,,,Carpenter,"https://www.ziprecruiter.com/c/Baker-Concrete-Construction/Job/Carpenter/-in-Rockville,MD?jid=cfc456f4fc7a6d22",,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Base-2 Solutions,1,0,,,,DevOps Engineer 2,https://www.linkedin.com/jobs/view/devops-engineer-2-at-base-2-solutions-4401846093,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Blue Moon Estate Sales,1,0,,,,"Team Member - Rockville, Bethesda, Silver Spring area",https://www.recruit.net/job/team-member-rockville-bethesda-silver-jobs/D503939354C87D38,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Capital District Cannabis & Wellness (Albany),1,0,,,,"Germantown,MD:Part Time Fulfillment Specialist at Capital District",https://parttime.jobvault.us.com/jobs/germantownmdpart-time-fulfillment-specialist-at-capital-district-5a70b5.html,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Charm City Run LLC,1,0,,,,Warehouse Team Member – Day Shift,https://www.learn4good.com/jobs/silver-spring/maryland/warehouse/5029625584/e/,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,DeliverThat,1,0,,,,Independent Catering Delivery Pro | Flexible Schedule,https://www.whatjobs.com/jobs/independent-catering-delivery-pro/silver-spring-maryland?id=2637484078,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,H&M Trucking,0,0,,,,,,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Hertz,1,0,,,,Work in Rockville:Part Time Customer Service And Sales Associate,https://parttime.jobvault.us.com/jobs/work-in-rockvillepart-time-customer-service-and-2378d9.html,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Host Hotels & Resorts,1,0,,,,"Manager, Asset Management",https://www.linkedin.com/jobs/view/manager-asset-management-at-host-hotels-resorts-4400421413,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Leoforce,3,0,,,,Border Patrol Officer - No Experience Required,https://www.indeed.com/viewjob?jk=e38661be1179384f,Border Patrol Officer - High Pay + Government Benefits,https://www.indeed.com/viewjob?jk=f533679504960827,Border Patrol Agent - Entry Level,https://www.indeed.com/viewjob?jk=6214d7846e1a2242,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,LucyRx,1,0,,,,Underwriting Data Analyst,https://www.linkedin.com/jobs/view/underwriting-data-analyst-at-lucyrx-4398022089,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,NorthStar Career Directions,1,0,,,,Application / Systems Engineer,https://www.indeed.com/viewjob?jk=97ea418878d2acbc,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Offmax Logistics LLC,1,0,,,,Owner-Operator: Sprinter/Cargo Van Flexible Schedule,https://www.whatjobs.com/jobs/owner-operator-sprinter-cargo-van-flexible-schedule/rockville-maryland?id=2637484824,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,ONIVERSE,1,0,,,,"Calzedonia Sales Lead FT at its Montgomery, MD - CEA5 location","https://www.glassdoor.com/job-listing/calzedonia-sales-lead-ft-at-its-montgomery-md-cea5-location-calzedonia-group-JV_IC1153817_KO0,59_KE60,76.htm?jl=1010102493578",,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Options for Senior America,1,0,,,,In Home Caregiver $20 per hour+,https://www.indeed.com/viewjob?jk=54c4d705d896dd62,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,ORS-Optimum Recruitment & Staffing,1,0,,,,LIVE IN NANNY IN BETHESDA MD,https://www.indeed.com/viewjob?jk=f5e1d2502ad555c6,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,Paper Source,1,0,,,,Sales Associate - PT,https://www.linkedin.com/jobs/view/sales-associate-pt-at-paper-source-4402124296,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,POLICY AND CAPABILITIES,1,0,,,,Data and Technology Officer,https://www.usajobs.gov/job/865405300,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,"QuanTech, Inc.",1,0,,,,Fisheries Field Technician & Data Collector (June thru October),https://www.linkedin.com/jobs/view/fisheries-field-technician-data-collector-june-thru-october-at-quantech-inc-4403121442,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,RadNet,1,0,,,,Patient Service Representative,https://www.linkedin.com/jobs/view/patient-service-representative-at-radnet-4402190000,,,,,https://egov.maryland.gov/businessexpress/entitysearch
2026-04-16,SalesDraft Recruiting,1,0,,,,In-Home Sales Representative - Paid Training,"https://www.ziprecruiter.com/c/SalesDraft-Recruiting/Job/In-Home-Sales-Representative-Paid-Training/-in-Silver-Spring,MD?jid=738ff27242841451",,,,,https://egov.maryland.gov/businessexpress/entitysearch
